loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_time0,koi_duration,koi_quarters
283,8689373,K00921.02,CONFIRMED,18.119930390,2455015.615,4.23090,11111111111111111000000000000000
284,8689373,K00921.03,CONFIRMED,3.784028670,2454966.281,1.90120,11111111111111111000000000000000
285,8826878,K00922.01,CONFIRMED,5.154481420,2455004.639,3.22800,11111111111111111000000000000000
286,5897826,K00126.01,FALSE POSITIVE,33.803643660,2455035.260,11.48130,11111111111111111000000000000000
287,8883593,K00923.01,CONFIRMED,5.743469797,2455007.899,3.44120,11111111111111111000000000000000
288,8951215,K00924.01,CANDIDATE,39.475909300,2455006.312,2.96800,11111111111111111000000000000000
289,9016295,K00925.01,FALSE POSITIVE,19.974485239,2455004.630,4.23479,11111111111111111000000000000000
290,9077124,K00926.01,CONFIRMED,3.166353562,2455003.966,3.31290,01111111111111111000000000000000
291,9097120,K00927.01,FALSE POSITIVE,23.899634407,2455021.983,3.81881,11111111111111111000000000000000
292,9466668,K00939.01,CONFIRMED,3.388012244,2455003.534,2.68490,11111111111111111000000000000000
293,9466668,K00939.02,CONFIRMED,5.839097610,2454965.093,3.19150,11111111111111111000000000000000
294,9466668,K00939.03,CONFIRMED,1.620467654,2454965.064,2.18880,11111111111111111000000000000000
295,9466668,K00939.04,CONFIRMED,10.681695100,2454964.551,3.60500,11111111111111111000000000000000
296,9479273,K00940.01,CONFIRMED,6.104849417,2455002.573,4.69120,11111101110111011000000000000000
297,8359498,K00127.01,CONFIRMED,3.578780566,2454967.030,2.91089,11111111111111111000000000000000
298,9171801,K00933.01,FALSE POSITIVE,3.187067566,2455004.650,3.11900,01000100110011001000000000000000
299,9334289,K00934.01,CONFIRMED,5.826657508,2455006.011,2.91830,11111111111111111000000000000000
300,9334289,K00934.02,CONFIRMED,12.412163470,2454975.540,3.73900,11111111111111111000000000000000
301,9334289,K00934.03,CONFIRMED,18.746490110,2454980.131,3.89500,11111111111111111000000000000000
302,9347899,K00935.01,CONFIRMED,20.860212290,2455013.018,5.19370,11111111111111111000000000000000
303,9347899,K00935.02,CONFIRMED,42.634278480,2454974.170,6.19980,11111111111111111000000000000000
304,9347899,K00935.03,CONFIRMED,87.647606800,2454967.942,8.87100,11111111111111111000000000000000
305,9347899,K00935.04,CANDIDATE,9.617314260,2454975.475,3.86920,11111111111111111000000000000000
306,9388479,K00936.01,CONFIRMED,9.467821474,2455011.416,2.43270,11111111111111111000000000000000
307,9388479,K00936.02,CONFIRMED,0.893040969,2454967.540,1.09810,11111111111111111000000000000000
308,11359879,K00128.01,CONFIRMED,4.942783419,2454969.329,3.25346,11111111111111111000000000000000
309,9406990,K00937.01,CONFIRMED,20.834267310,2455009.586,4.04540,11111111111111111000000000000000
310,9415172,K00938.01,CONFIRMED,9.946023570,2455004.702,3.38620,11111111111111111000000000000000
311,9415172,K00938.02,CONFIRMED,1.045621950,2454966.919,1.89550,11111111111111111000000000000000
312,9415172,K00938.03,CONFIRMED,5.714623960,2454965.639,2.33600,11111111111111111000000000000000
313,9904059,K00145.01,FALSE POSITIVE,102.964195200,2454991.075,15.73500,11111101110111011000000000000000
314,3231341,K01102.02,CONFIRMED,8.145159810,2454973.568,5.07300,11111111111111111000000000000000
315,3231341,K01102.03,CONFIRMED,18.998527900,2454977.742,4.52900,11111111111111111000000000000000
316,3231341,K01102.04,CONFIRMED,4.244390490,2454970.066,3.28200,11111111111111111000000000000000
317,2860866,K01103.01,CANDIDATE,90.124050700,2455189.234,11.64900,00011111111111111000000000000000
318,7626506,K00150.02,CONFIRMED,28.574269200,2454976.831,4.94270,11111111111111111000000000000000
319,10460629,K01168.01,CANDIDATE,856.672115000,2455061.450,23.14400,
320,10319385,K01169.01,CANDIDATE,0.689210173,2454966.286,1.61690,11111111111111111000000000000000
321,10482160,K01170.01,CONFIRMED,7.343739640,2454970.299,1.17840,11111101110111011000000000000000
322,10485069,K01171.01,FALSE POSITIVE,0.445277068,2454966.523,3.53900,11111101110111011000000000000000
323,3233043,K00966.01,FALSE POSITIVE,0.379463865,2455003.248,0.86896,11111111111111111000000000000000
324,6579806,K00967.01,FALSE POSITIVE,9.880479780,2455006.609,2.78458,11111111111111111000000000000000
325,3560301,K00968.01,FALSE POSITIVE,4.648415600,2455094.094,38.19390,11111011101110111000000000000000
326,4044005,K00969.01,FALSE POSITIVE,17.512014768,2455007.283,1.82480,11111111111111111000000000000000
327,11502218,K00970.01,CANDIDATE,3.988602100,2455004.019,1.73760,11111111111111111000000000000000
328,11180361,K00971.01,CANDIDATE,0.533059312,2455004.227,1.86210,11111110111011101000000000000000
329,5802246,K01044.01,FALSE POSITIVE,0.525154153,2454966.744,2.14410,11111011101110111000000000000000
330,6066403,K01045.01,FALSE POSITIVE,1.303861044,2454967.212,4.05410,11111111111111111000000000000000
331,6209637,K01046.01,FALSE POSITIVE,0.734524960,2454966.431,6.70000,
332,5988031,K01047.01,FALSE POSITIVE,2.555491760,2454967.501,9.08300,11111111111111111000000000000000
333,7684873,K00014.01,FALSE POSITIVE,2.947376671,2455004.523,2.09110,11111111111111111000000000000000
334,8559644,K00139.01,CONFIRMED,224.778935500,2454975.095,11.18990,11111111111111111000000000000000
335,2851100,K01104.01,FALSE POSITIVE,0.890110752,2454966.265,0.87740,11111111111111111000000000000000
336,3130300,K01105.01,FALSE POSITIVE,5.765733960,2454966.309,2.92400,11111011101110111000000000000000
337,3240158,K01106.01,CONFIRMED,7.426081230,2454972.900,3.63790,11111111111111111000000000000000
338,3240158,K01106.02,CONFIRMED,15.986893200,2454970.596,4.15800,11111111111111111000000000000000
339,3228959,K01107.01,FALSE POSITIVE,0.730945890,2454966.689,4.32000,11111111111111111000000000000000
340,3218908,K01108.01,CONFIRMED,18.925372460,2454982.496,3.98350,11111111111111111000000000000000
341,10341913,K01172.01,FALSE POSITIVE,0.933749106,2454967.318,4.25600,11111111111111111000000000000000
342,10480921,K01173.01,FALSE POSITIVE,2.037440623,2454966.600,3.44200,11111101110111011000000000000000
343,10287723,K01174.01,CANDIDATE,129995.778400000,2455226.600,9.40800,
344,10350571,K01175.01,CONFIRMED,31.592580900,2454975.965,13.56600,11111101110111011000000000000000
345,10350571,K01175.02,CANDIDATE,17.157236000,2454966.690,11.28400,11111101110111011000000000000000
346,3749365,K01176.01,CONFIRMED,1.973760850,2455011.689,1.82542,01111111111111111000000000000000
347,11013201,K00972.01,CANDIDATE,13.118962443,2455094.539,4.30450,11111111111111111000000000000000
348,11673674,K00133.01,FALSE POSITIVE,4.618767792,2454966.387,5.99570,11111111111111111000000000000000
349,11013201,K00972.02,CANDIDATE,7.821873280,2454956.499,3.84170,11111111111111111000000000000000
350,9414417,K00974.01,CANDIDATE,53.505761100,2455005.983,10.56160,11111111111111111000000000000000
351,3632418,K00975.01,CONFIRMED,2.785821236,2455093.837,3.55990,11111111111111111000000000000000
352,3441784,K00976.01,FALSE POSITIVE,52.569018670,2455017.971,6.75070,11111111111111111000000000000000
353,5820218,K01048.01,FALSE POSITIVE,3.411758679,2454966.181,3.15800,11111111111111111000000000000000
354,5876368,K01049.01,FALSE POSITIVE,0.525426427,2454966.188,1.08010,11111111111111111000000000000000
355,5809890,K01050.01,CONFIRMED,1.269091415,2454966.344,1.46470,11111111111111111000000000000000
356,5809890,K01050.02,CONFIRMED,2.853133997,2454966.797,1.46500,11111111111111111000000000000000
357,6131236,K01051.01,CONFIRMED,6.796853530,2454971.113,3.17020,11111111111111111000000000000000
358,9048161,K00146.01,FALSE POSITIVE,8.667822346,2454970.342,4.96580,11111111111111111000000000000000
359,3218908,K01108.02,CONFIRMED,1.475323222,2454964.833,2.31550,11111111111111111000000000000000
360,3218908,K01108.03,CONFIRMED,4.152461180,2454967.580,2.57550,11111111111111111000000000000000
361,3235672,K01109.01,FALSE POSITIVE,6.721078300,2454967.778,7.46000,
362,2837111,K01110.01,CONFIRMED,8.734885200,2454968.082,4.49000,11111111111111111000000000000000
363,3120276,K01111.01,FALSE POSITIVE,10.265476880,2454969.497,3.73300,11111111111111111000000000000000
364,2307199,K00151.01,CANDIDATE,13.447179100,2454965.831,3.04540,11111111111111111000000000000000
365,3547091,K01177.01,FALSE POSITIVE,3.305577989,2455013.682,2.59030,01111111111111111000000000000000
366,3869825,K01178.01,FALSE POSITIVE,4.800653901,2454967.366,9.04190,11111011101110111000000000000000
367,3655332,K01179.01,FALSE POSITIVE,15.066499010,2454973.655,5.98850,11111011101110111000000000000000
368,4042026,K01180.01,FALSE POSITIVE,34.820081580,2454996.016,11.17110,11111111111111111000000000000000
369,3344419,K01181.01,FALSE POSITIVE,0.651784374,2454966.112,2.01410,11111111111111111000000000000000
370,11192141,K00977.01,FALSE POSITIVE,1.353771892,2455094.437,7.01200,11111111111111111000000000000000
371,11494130,K00978.01,FALSE POSITIVE,18.954916330,2455095.467,24.24900,11111110111011101000000000000000
372,5648449,K00979.01,FALSE POSITIVE,4.348866254,2455095.728,3.27970,11111111111111111000000000000000
373,12167361,K00980.01,FALSE POSITIVE,47.930945460,2455012.096,2.68970,11111111111111111000000000000000
374,8607720,K00981.01,FALSE POSITIVE,3.997514220,2455094.724,3.68600,
375,1433962,K00982.01,FALSE POSITIVE,1.592633181,2454966.924,5.56050,11111111111111111000000000000000
376,9032900,K00134.01,CANDIDATE,67.592375400,2454984.751,12.24900,11111111111111111000000000000000
377,5956342,K01052.01,CONFIRMED,17.029027860,2454976.334,4.64500,11111111111111111000000000000000
378,5956342,K01052.02,CONFIRMED,6.846192360,2454965.173,3.52900,11111111111111111000000000000000
379,5956342,K01052.03,CONFIRMED,67.832163800,2454958.881,7.35800,11111111111111111000000000000000
380,5956342,K01052.04,CONFIRMED,43.131214700,2454999.261,3.19800,11111111111111111000000000000000
381,5956656,K01053.01,CONFIRMED,1.224866441,2454966.208,1.70860,11111111111111111000000000000000
382,3109930,K01112.01,CONFIRMED,37.810264900,2454991.358,8.73300,11111111111111111000000000000000
383,2854914,K01113.01,CONFIRMED,25.934064060,2454982.763,4.61420,11111111111111111000000000000000
384,2854914,K01113.02,CONFIRMED,83.446348500,2454991.681,6.53600,11111111111111111000000000000000
385,3337425,K01114.01,FALSE POSITIVE,7.047100320,2454972.797,2.92600,11111111111111111000000000000000
386,3116412,K01115.01,CONFIRMED,12.992048530,2454969.320,6.01750,11111111111111111000000000000000
387,3865567,K01182.01,FALSE POSITIVE,11.116202110,2454966.101,4.21100,11111011101110111000000000000000
388,3544689,K01183.01,FALSE POSITIVE,1.922861499,2454967.659,3.57340,11111111111111111000000000000000
389,4037164,K01184.01,FALSE POSITIVE,0.635445336,2454967.184,1.85920,11111111111111111000000000000000
390,3443790,K01185.01,FALSE POSITIVE,1.665784138,2454966.863,1.89460,11111111111111111000000000000000
391,3966912,K01186.01,FALSE POSITIVE,55.663916700,2454989.350,23.54600,11111011101110111000000000000000
392,8394721,K00152.01,CONFIRMED,52.090816270,2454991.745,8.63880,11111111111111111000000000000000
393,11607193,K00983.01,FALSE POSITIVE,7.154860800,2455099.048,7.69400,
394,1161345,K00984.01,CANDIDATE,4.287466680,2455095.062,1.56930,11111111111111111000000000000000
395,10227501,K00985.01,FALSE POSITIVE,2.002779769,2455094.958,2.23100,11111101110111011000000000000000
396,2854698,K00986.01,CONFIRMED,8.187394430,2455093.869,3.04720,11111111111111111000000000000000
397,2854698,K00986.02,CONFIRMED,76.049816300,2454994.714,7.15800,11111111111111111000000000000000
398,8559644,K00139.02,CONFIRMED,3.341799486,2454974.355,2.92540,11111111111111111000000000000000
399,6032981,K01054.01,FALSE POSITIVE,3.322694800,2454967.444,3.56800,
400,5866099,K01055.01,FALSE POSITIVE,36.977088080,2454966.627,4.73700,11111111111111111000000000000000
401,5964985,K01056.01,FALSE POSITIVE,1.851409163,2454966.180,10.23200,
402,6066416,K01057.01,FALSE POSITIVE,1.303859704,2454967.212,2.82390,11111111111111111000000000000000
403,1996679,K00147.01,FALSE POSITIVE,145.562492600,2454979.059,5.41260,11111111111111111000000000000000
404,2849805,K01116.01,CONFIRMED,3.749105745,2454968.108,1.98260,11111111111111111000000000000000
405,3114811,K01117.01,CONFIRMED,11.089566020,2454974.761,6.28770,11111111111111111000000000000000
406,2853446,K01118.01,CANDIDATE,7.372903440,2454970.610,2.17200,11111111111111111000000000000000
407,3003992,K01119.01,FALSE POSITIVE,7.244761260,2454972.105,2.31450,11111011101110111000000000000000
408,3942446,K01193.01,CANDIDATE,119.062488200,2454982.222,3.11880,11111111111111111000000000000000
409,3554031,K01194.01,CONFIRMED,8.707983090,2455196.056,2.49040,00011011101110111000000000000000
410,3554031,K01194.02,CANDIDATE,14.862307600,2455187.573,3.16100,00011011101110111000000000000000
411,3554031,K01194.03,CONFIRMED,4.176342760,2455185.997,2.33500,00011011101110111000000000000000
412,8394721,K00152.02,CONFIRMED,27.402298590,2454966.628,6.84910,11111111111111111000000000000000
413,7295235,K00987.01,CONFIRMED,3.179267286,2455094.842,1.02460,11111111111111111000000000000000
414,2302548,K00988.01,CONFIRMED,10.381224470,2455101.024,2.71500,11111111111111111000000000000000
415,2302548,K00988.02,CONFIRMED,24.570902300,2454968.872,3.58700,11111111111111111000000000000000
416,10743597,K00989.01,FALSE POSITIVE,81.221876000,2455017.262,4.11350,
417,10743597,K00989.02,FALSE POSITIVE,0.817026268,2454965.835,2.07990,11111101110111011000000000000000
418,9818381,K00135.01,CONFIRMED,3.024092505,2454965.417,2.80210,11111111111111111000000000000000
419,6124941,K01058.01,FALSE POSITIVE,5.670155713,2454969.202,0.93610,11111111111111111000000000000000
420,6060203,K01059.01,CONFIRMED,1.022678654,2454966.454,1.37120,11111111111111111000000000000000
421,5880320,K01060.01,CONFIRMED,12.109687090,2454973.213,6.34610,11111111111111111000000000000000
422,5880320,K01060.02,CONFIRMED,4.757961030,2454970.696,4.66000,11111111111111111000000000000000
423,5880320,K01060.03,CONFIRMED,20.497275500,2454980.439,8.53600,11111111111111111000000000000000
424,3003992,K01119.02,FALSE POSITIVE,13.554805340,2454972.816,2.28800,11111011101110111000000000000000
425,6307537,K01120.01,FALSE POSITIVE,29.744546680,2455005.387,23.28420,11111111111111111000000000000000
426,6359798,K01121.01,FALSE POSITIVE,14.154024280,2454973.698,4.47001,11111111111111111000000000000000
427,6311681,K01122.01,FALSE POSITIVE,0.844786082,2454967.217,3.52890,11111111111111111000000000000000
428,6365321,K01123.01,FALSE POSITIVE,0.848483947,2454966.585,1.44510,11111111111111111000000000000000
429,6301035,K01124.01,FALSE POSITIVE,11.990975760,2454976.284,5.74010,11111111111111111000000000000000
430,3859079,K01199.01,CONFIRMED,53.529270200,2454980.865,5.66800,11111011101110111000000000000000
431,3557493,K01200.01,FALSE POSITIVE,0.393726813,2454966.310,2.95000,
432,4061149,K01201.01,CONFIRMED,2.757584622,2454966.050,0.92670,11111111111111111000000000000000
433,3444588,K01202.01,CONFIRMED,0.928310036,2454966.804,1.18990,11111111111111111000000000000000
434,8394721,K00152.03,CONFIRMED,13.484576680,2454969.618,5.01970,11111111111111111000000000000000
435,3962243,K01203.01,CONFIRMED,31.884147300,2454993.207,6.12200,11111011101110111000000000000000
436,10743597,K00989.03,CANDIDATE,16.158111120,2454976.002,6.04900,11111101110111011000000000000000
437,10015516,K00990.01,FALSE POSITIVE,67.692139070,2454971.534,51.34900,
438,10154388,K00991.01,CONFIRMED,12.062229620,2454971.222,2.05840,11111101110111011000000000000000
439,1432789,K00992.01,CONFIRMED,9.931463070,2454969.491,5.67800,11111111111111111000000000000000
440,1718189,K00993.01,CONFIRMED,21.853629050,2454977.320,3.43900,11111111111111111000000000000000
441,5880320,K01060.04,CONFIRMED,8.193450650,2454971.996,5.23400,11111111111111111000000000000000
442,5130369,K00140.01,FALSE POSITIVE,19.978670000,2454970.171,10.16800,11111111111111111000000000000000
443,6037187,K01061.01,CONFIRMED,41.805954400,2454975.819,6.05700,11111111111111111000000000000000
444,6147122,K01062.01,FALSE POSITIVE,15.451581840,2454975.211,2.40600,11111111111111111000000000000000
445,8257407,K01063.01,FALSE POSITIVE,89.698168533,2455009.306,5.54180,11111111111111111000000000000000
446,8218274,K01064.01,FALSE POSITIVE,1.187352427,2454966.465,4.99900,11111111111111111000000000000000
447,3964562,K00015.01,FALSE POSITIVE,3.012476582,2454968.259,3.14240,11111011101110111000000000000000
448,5735762,K00148.01,CONFIRMED,4.778003060,2454957.061,2.73610,11111111111111111000000000000000
449,6292162,K01125.01,FALSE POSITIVE,7.814839231,2455190.520,3.01220,00011111111111111000000000000000
450,6307521,K01126.01,FALSE POSITIVE,29.745249900,2454990.385,22.69500,11111111111111111000000000000000
451,6359320,K01127.01,CONFIRMED,5.326672990,2455190.126,3.40450,00011111111111111000000000000000
452,3848972,K01187.01,FALSE POSITIVE,0.741057213,2454964.947,1.05299,11111111111111111000000000000000
453,3860441,K01188.01,FALSE POSITIVE,2.988085455,2454966.273,3.68000,11111011101110111000000000000000
454,3765771,K01189.01,FALSE POSITIVE,2.783883492,2454966.228,2.45460,11111011101110111000000000000000
455,3557341,K01190.01,FALSE POSITIVE,0.393727296,2455011.587,3.02000,01011011101110111000000000000000
456,3859628,K01191.01,CONFIRMED,8.172426440,2455194.202,3.90200,00011011101110111000000000000000
457,3644071,K01192.01,CANDIDATE,1295.362215000,2455009.106,28.29700,
458,1718189,K00993.02,CONFIRMED,13.060793600,2454970.631,3.21500,11111111111111111000000000000000
459,1431122,K00994.01,CANDIDATE,4.298920100,2454965.862,2.74700,11111111111111111000000000000000
460,3858949,K00995.01,FALSE POSITIVE,25.951846100,2454987.882,14.58100,11111011101110111000000000000000
